Unnamed: 0,hierarchical,pdf name,gri,gri_finegrained,page nbr,table nbr,question,value,row,column
1612,0,['OTC_BAMGF_2023.pdf'],302,302-1.2,[325],[0],What is the minimum and maximum electric driving range for the BMW iS eDrive40 Touring?,483 - 560,8,5
1613,0,['OTC_BAMGF_2023.pdf'],302,302-1.2,[325],[0],What are the highest and lowest electricity consumption rates in kWh/100 km for the BMW iS M60 xDrive?,20.5 - 18.2,9,4
1614,0,['OTC_BAMGF_2023.pdf'],302,302-1.2,[325],[0],What is the minimum and maximum electric driving range for the BMW iS M60 xDrive?,457 - 516,9,5
1615,0,['OTC_BAMGF_2023.pdf'],302,302-1.2,[325],[0],What are the highest and lowest electricity consumption rates in kWh/100 km for the BMW i5 M60 xDrive Touring?,20.8 - 18.3,10,4
1616,0,['OTC_BAMGF_2023.pdf'],302,302-1.2,[325],[0],What is the minimum and maximum electric driving range for the BMW i5 M60 xDrive Touring?,445 - 506,10,5
1617,0,['OTC_BAMGF_2023.pdf'],302,302-1.1,[325],[0],What is the maximum and minimum fuel consumption in l/100 km for the BMW 530e?,0.8 - 0.6,11,2
1618,0,['OTC_BAMGF_2023.pdf'],302,302-1.2,[325],[0],What are the highest and lowest electricity consumption rates in kWh/100 km for the BMW 530e?,21.7 - 19.9,11,4
1619,0,['OTC_BAMGF_2023.pdf'],302,302-1.2,[325],[0],What is the minimum and maximum electric driving range for the BMW 530e?,93 - 103,11,5
1620,0,['OTC_BAMGF_2023.pdf'],302,302-1.1,[325],[0],What is the maximum and minimum fuel consumption per l/100 kilometers for the BMW 530e xDrive?,1.0 - 0.8,12,2
1621,0,['OTC_BAMGF_2023.pdf'],302,302-1.2,[325],[0],What are the highest and lowest electricity consumption rates in kWh/100 km for the BMW 530e xDrive?,23.2 - 21.6,12,4
1622,0,['OTC_BAMGF_2023.pdf'],302,302-1.2,[325],[0],What is the minimum and maximum electric driving range for the BMW 530e xDrive?,83 - 90,12,5
1623,0,['OTC_BAMGF_2023.pdf'],302,302-1.1,[325],[0],What is the maximum and minimum fuel consumption per l/100 km for the BMW X5 xDrive 50e?,1.1 - 0.8,13,2
1624,0,['OTC_BAMGF_2023.pdf'],302,302-1.2,[325],[0],What are the highest and lowest electricity consumption rates in kilowatt-hours per 100 kilometers for the BMW X5 xDrive 50e?,27.0 - 22.9,13,4
1625,0,['OTC_BAMGF_2023.pdf'],302,302-1.2,[325],[0],What is the minimum and maximum electric driving range for the BMW X5 xDrive 50e?,94 - 110,13,5
1626,0,['OTC_BAMGF_2023.pdf'],302,302-1.2,[325],[0],What are the highest and lowest electricity consumption rates in kilowatt-hours per 100 kilometers for the BMW i7 xDriveSO?,20.3 - 19.1,14,4
1627,0,['OTC_BAMGF_2023.pdf'],302,302-1.2,[325],[0],What is the minimum and maximum electric driving range for the BMW i7 xDriveSO?,575 - 611,14,5
1628,0,['OTC_BAMGF_2023.pdf'],302,302-1.2,[325],[0],What are the highest and lowest electricity consumption rates in kilowatt-hours per 100 kilometers for the BMW i7 xDrive60?,19.6 - 18.5,15,4
1629,0,['OTC_BAMGF_2023.pdf'],302,302-1.2,[325],[0],What is the minimum and maximum electric driving range for the BMW i7 xDrive60?,589 - 624,15,5
1630,0,['OTC_BAMGF_2023.pdf'],302,302-1.2,[325],[0],What are the highest and lowest electricity consumption rates in kilowatt-hours per 100 kilometers for the BMW i7 M70 xDrive?,23.7 - 20.8,16,4
1631,0,['OTC_BAMGF_2023.pdf'],302,302-1.2,[325],[0],What is the minimum and maximum electric driving range for the BMW i7 M70 xDrive?,490 - 559,16,5
1632,0,['OTC_BAMGF_2023.pdf'],302,302-1.2,[325],[0],What are the highest and lowest electricity consumption rates in kWh/100 km for the BMW iX xDrive40?,21.4 - 19.4,17,4
1633,0,['OTC_BAMGF_2023.pdf'],302,302-1.2,[325],[0],What is the minimum and maximum electric driving range for the BMW iX xDrive40?,403 - 435,17,5
1634,0,['OTC_BAMGF_2023.pdf'],302,302-1.2,[325],[0],What are the highest and lowest electricity consumption rates in kWh/100 km for the BMW iX xDrive50?,21.3 - 19.5,18,4
1635,0,['OTC_BAMGF_2023.pdf'],302,302-1.2,[325],[0],What is the minimum and maximum electric driving range for the BMW iX xDrive50?,587 - 633,18,5
1636,0,['OTC_BAMGF_2023.pdf'],302,302-1.2,[325],[0],What are the highest and lowest electricity consumption rates in kWh/100 km for the BMW iX M60?,24.7 - 21.9,19,4
1637,0,['OTC_BAMGF_2023.pdf'],302,302-1.2,[325],[0],What is the minimum and maximum electric driving range for the BMW iX M60?,501 - 564,19,5
1638,0,['OTC_BAMGF_2023.pdf'],302,302-1.2,[326],[0],What is the highest and lowest electricity power consumption in kilowatt-hours per 100 kilometers for the BMW iX1 xDrive20?,17.2 - 15.4,2,4
1639,0,['OTC_BAMGF_2023.pdf'],302,302-1.2,[326],[0],What is the minimum and maximum electric range for the BMW iX1 xDrive20?,430 - 474,2,5
1640,0,['OTC_BAMGF_2023.pdf'],302,302-1.2,[326],[0],How much electricity does the BMW iX1 xDrive30 consume in kWh/100 km at its max and min rates?,18.1 - 16.9,3,4
1641,0,['OTC_BAMGF_2023.pdf'],302,302-1.2,[326],[0],What is the electric range from the lowest to the highest for the BMW iX1 xDrive30?,417 - 439,3,5
1642,0,['OTC_BAMGF_2023.pdf'],302,302-1.2,[326],[0],What is the max-min range of electricity consumption in kilowatt-hours per 100 kilometers for the BMW iX2 xDrive30?,17.7 - 16.3,4,4
1643,0,['OTC_BAMGF_2023.pdf'],302,302-1.2,[326],[0],What are the minimum and maximum electric ranges for the BMW iX2 xDrive30?,417 - 449,4,5
1644,0,['OTC_BAMGF_2023.pdf'],302,302-1.2,[326],[0],What is the electricity power consumption (max and min rates) for the BMW iX3 in kilowatt-hours per 100 kilometers?,18.9 - 18.5,5,4
1645,0,['OTC_BAMGF_2023.pdf'],302,302-1.2,[326],[0],How far can the BMW iX3 go on electric power at its lowest and highest electric range?,453 - 461,5,5
1646,0,['OTC_BAMGF_2023.pdf'],302,302-1.1,[326],[0],What is the max and min fuel consumption in liters per 100 kilometers for the BMW XM?,1.9 - 1.5,6,2
1647,0,['OTC_BAMGF_2023.pdf'],302,302-1.2,[326],[0],"What is the range of electricity power consumption for the BMW XM, from the highest to the lowest in kilowatt-hours per 100 kilometers?",33.6 - 32.5,6,4
1648,0,['OTC_BAMGF_2023.pdf'],302,302-1.2,[326],[0],What is the electric range for the BMW XM at its minimum and maximum values?,76 - 83,6,5
1649,0,['OTC_BAMGF_2023.pdf'],302,302-1.1,[326],[0],What is the highest and lowest fuel consumption in liters per 100 kilometers for the BMW XM Label Red?,2.0 - 1.6,7,2
1650,0,['OTC_BAMGF_2023.pdf'],302,302-1.2,[326],[0],What is the max-min electricity power consumption range in kWh/100 km for the BMW XM Label Red?,33.5 - 32.5,7,4
1651,0,['OTC_BAMGF_2023.pdf'],302,302-1.2,[326],[0],How far can the BMW XM Label Red travel on electric power at its lowest and highest range?,76 - 82,7,5
1652,0,['OTC_BAMGF_2023.pdf'],302,302-1.1,[326],[0],What is the fuel consumption (max and min) for the BMW XM 50e in liters per 100 kilometers?,1.7-1.3,8,2
1653,0,['OTC_BAMGF_2023.pdf'],302,302-1.2,[326],[0],How does the electricity power consumption in kWh/100 km for the BMW XM 50e vary between its max and min values?,32.2 - 31.5,8,4
1654,0,['OTC_BAMGF_2023.pdf'],302,302-1.2,[326],[0],"What is the electric range for the BMW XM 50e, from minimum to maximum?",78 - 84,8,5
1655,0,['OTC_BAMGF_2023.pdf'],302,302-1.1,[326],[0],What is the fuel consumption in liters per 100 kilometers for the BMW Z4 Roadster sDrive20i at its max and min values?,7.4-6.9,9,2
1656,0,['OTC_BAMGF_2023.pdf'],302,302-1.1,[326],[0],What is the max-min fuel consumption range in liters per 100 kilometers for the BMW Z4 Roadster M40i?,8.1-7.9,10,2
1657,0,['OTC_BAMGF_2023.pdf'],302,302-1.1,[326],[0],What is the fuel consumption for the MINI Cooper at its maximum and minimum in liters per 100 kilometers?,14.3 - 13.8,12,2
1658,0,['OTC_BAMGF_2023.pdf'],302,302-1.2,[326],[0],What is the electricity power consumption in kilowatt-hours per 100 kilometers for the MINI Cooper SE (until model year 2023) at both the maximum and minimum levels?,17.6-15.4,13,4
1659,0,['OTC_BAMGF_2023.pdf'],302,302-1.2,[326],[0],What is the min-max range of electric range for the MINI Cooper SE (until model year 2023)?,203 - 232,13,5
1660,0,['OTC_BAMGF_2023.pdf'],302,302-1.2,[326],[0],What is the highest and lowest electricity consumption in kilowatt-hours per 100 kilometers for the MINI Cooper SE (from model year 2024)?,14.7-14.1,14,4
1661,0,['OTC_BAMGF_2023.pdf'],302,302-1.2,[326],[0],How far can the MINI Cooper SE (from model year 2024) travel on electric power at its lowest and highest ranges?,387 - 402,14,5
1662,0,['OTC_BAMGF_2023.pdf'],302,302-1.2,[326],[0],What is the electricity power consumption for the MINI Cooper SE Cabrio in kilowatt-hours per 100 kilometers?,17.2,15,4
1663,0,['OTC_BAMGF_2023.pdf'],302,302-1.2,[326],[0],What is the electric range of the MINI Cooper SE Cabrio?,201,15,5
1664,0,['OTC_BAMGF_2023.pdf'],302,302-1.2,[326],[0],What is the electricity power consumption in kWh/100 km for the MINI Countryman E at the highest and lowest values?,17.4-15.7,16,4
1665,0,['OTC_BAMGF_2023.pdf'],302,302-1.2,[326],[0],"What is the electric range for the MINI Countryman E, from the minimum to the maximum?",423 - 462,16,5
1666,0,['OTC_BAMGF_2023.pdf'],302,302-1.2,[326],[0],What is the maximum and minimum electricity power consumption for the MINI Countryman SE ALL4 in kWh/100 km?,18.5 - 16.8,17,4
1667,0,['OTC_BAMGF_2023.pdf'],302,302-1.2,[326],[0],What is the electric range for the MINI Countryman SE ALL4 from its minimum to maximum?,399 - 432,17,5
1668,0,['OTC_BAMGF_2023.pdf'],302,302-1.1,[326],[0],What is the max-min fuel consumption in liters per 100 kilometers for the Rolls-Royce Cullinan?,16.5 - 16.1,19,2
1669,0,['OTC_BAMGF_2023.pdf'],302,302-1.1,[326],[0],What is the max and min fuel consumption in liters per 100 kilometers for the Rolls-Royce Ghost?,15.8 - 15.2,20,2
1670,0,['OTC_BAMGF_2023.pdf'],302,302-1.1,[326],[0],"What is the fuel consumption for the Rolls-Royce Dawn in liters per 100 kilometers, from max to min?",16.9 - 16.2,21,2
1671,0,['OTC_BAMGF_2023.pdf'],302,302-1.1,[326],[0],What is the fuel consumption in liters per 100 kilometers for the Rolls-Royce Wraith at its maximum and minimum values?,16.3 - 15.8,22,2
1672,0,['OTC_BAMGF_2023.pdf'],302,302-1.2,[326],[0],What is the electricity power consumption in kWh/100 km for the Rolls-Royce Spectre at the max and min levels?,23.6 - 22.2,23,4
1673,0,['OTC_BAMGF_2023.pdf'],302,302-1.2,[326],[0],"What is the electric range for the Rolls-Royce Spectre, from minimum to maximum?",500 - 530,23,5
1674,0,['OTC_BAMGF_2023.pdf'],303,303-5.1,[310],[0],What was the total water consumption in cubic meters for the year 2019?,5417428,2,2
1675,0,['OTC_BAMGF_2023.pdf'],303,303-5.1,[310],[0],How much water was consumed in cubic meters in 2020?,4722310,2,3
1676,0,['OTC_BAMGF_2023.pdf'],303,303-5.1,[310],[0],What is the total water consumption in cubic meters for the year 2021?,4924477,2,4
1677,0,['OTC_BAMGF_2023.pdf'],303,303-5.1,[310],[0],Can you tell me the total water consumption in cubic meters for 2022?,4840161,2,5
1678,0,['OTC_BAMGF_2023.pdf'],303,303-5.1,[310],[0],What was the total water consumption in cubic meters in 2023?,5049144,2,6
1679,1,['OTC_BAMGF_2023.pdf'],303,303-5.1,[310],[0],What percentage of the total water consumption was potable water in 2019?,87.4,3,2
1680,1,['OTC_BAMGF_2023.pdf'],303,303-5.1,[310],[0],How much of the total water consumption was potable water in percentage for the year 2020?,86.3,3,3
1681,1,['OTC_BAMGF_2023.pdf'],303,303-5.1,[310],[0],What was the percentage of potable water in total water consumption in 2021?,85.1,3,4
1682,1,['OTC_BAMGF_2023.pdf'],303,303-5.1,[310],[0],What percentage of the total water consumption was potable water in 2022?,84,3,5
1683,1,['OTC_BAMGF_2023.pdf'],303,303-5.1,[310],[0],What is the percentage of potable water in total water consumption for the year 2023?,83.8,3,6
1684,1,['OTC_BAMGF_2023.pdf'],303,303-5.7,[310],[0],What percentage of the total water consumption came from groundwater in 2019?,12.6,4,2
1685,1,['OTC_BAMGF_2023.pdf'],303,303-5.7,[310],[0],How much of the total water consumption was groundwater in percentage for the year 2020?,13.6,4,3
1686,1,['OTC_BAMGF_2023.pdf'],303,303-5.7,[310],[0],What was the percentage of groundwater in total water consumption in 2021?,14.6,4,4
1687,1,['OTC_BAMGF_2023.pdf'],303,303-5.7,[310],[0],What percentage of the total water consumption was groundwater in 2022?,15.7,4,5
1688,1,['OTC_BAMGF_2023.pdf'],303,303-5.7,[310],[0],What is the percentage of groundwater in total water consumption for the year 2023?,15.9,4,6
1689,1,['OTC_BAMGF_2023.pdf'],303,303-5.8,[310],[0],What percentage of the total water consumption was surface water in 2019?,0,5,2
1690,1,['OTC_BAMGF_2023.pdf'],303,303-5.9,[310],[0],How much of the total water consumption was surface water in percentage for the year 2020?,0,5,3
1691,1,['OTC_BAMGF_2023.pdf'],303,303-5.9,[310],[0],What was the percentage of surface water in total water consumption in 2021?,0,5,4
1692,1,['OTC_BAMGF_2023.pdf'],303,303-5.9,[310],[0],What percentage of the total water consumption was surface water in 2022?,0,5,5
1693,1,['OTC_BAMGF_2023.pdf'],303,303-5.9,[310],[0],What is the percentage of surface water in total water consumption for the year 2023?,0.1,5,6
1694,1,['OTC_BAMGF_2023.pdf'],303,303-5.10,[310],[0],What percentage of the total water consumption was rainwater in 2019?,0,6,2
1695,1,['OTC_BAMGF_2023.pdf'],303,303-5.10,[310],[0],How much of the total water consumption was rainwater in percentage for the year 2020?,0.1,6,3
1696,1,['OTC_BAMGF_2023.pdf'],303,303-5.10,[310],[0],What was the percentage of rainwater in total water consumption in 2021?,0.3,6,4
1697,1,['OTC_BAMGF_2023.pdf'],303,303-5.10,[310],[0],What percentage of the total water consumption was rainwater in 2022?,0.3,6,5
1698,1,['OTC_BAMGF_2023.pdf'],303,303-5.10,[310],[0],What is the percentage of rainwater in total water consumption for the year 2023?,0.2,6,6
1699,0,['OTC_BAMGF_2023.pdf'],305,305-*.1,[306],[0],What was the total emissions in 2019 in tonnes of CO2 equivalent?,147257699,2,2
1700,0,['OTC_BAMGF_2023.pdf'],305,305-*.1,[306],[0],How many total emissions were recorded in 2020 in tonnes of CO2 equivalent?,132064779,2,3
1701,0,['OTC_BAMGF_2023.pdf'],305,305-*.1,[306],[0],What were the total emissions in 2021 in tonnes of CO2 equivalent?,137592164,2,4
1702,0,['OTC_BAMGF_2023.pdf'],305,305-*.1,[306],[0],What was the total emissions in 2022 in tonnes of CO2 equivalent?,130743357,2,5
1703,0,['OTC_BAMGF_2023.pdf'],305,305-*.1,[306],[0],What is the total emissions for the year 2023 in tonnes of CO2 equivalent?,134699641,2,6
1704,1,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[306],[0],What were the company vehicles' CO2 emissions in tonnes in 2019?,85667,6,2
1705,1,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[306],[0],How many tonnes of CO2 were emitted by the company vehicles in 2020?,72554,6,3
1706,1,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[306],[0],What was the CO2 emission in tonnes for company vehicles in 2021?,66442,6,4
1707,1,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[306],[0],How many tonnes of CO2 were emitted by company vehicles in 2022?,76491,6,5
1708,1,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[306],[0],What is the CO2 emission in tonnes for company vehicles in 2023?,113431,6,6
1709,1,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[306],[0],How many tonnes of CO2 did the company-owned planes emit in 2019?,6098,7,2
1710,1,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[306],[0],What was the CO2 emission in tonnes from company-owned planes in 2020?,1793,7,3
1711,1,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[306],[0],How many tonnes of CO2 were emitted by company-owned planes in 2021?,1967,7,4
1712,1,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[306],[0],What was the CO2 emission in tonnes from company-owned planes in 2022?,3449,7,5
1713,1,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[306],[0],What is the CO2 emission in tonnes from company-owned planes in 2023?,5245,7,6
1714,1,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[306],[0],What were the total emissions from electricity/heat purchased in 2019 in tonnes of CO2 equivalent?,354095,10,2
1715,1,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[306],[0],How many total emissions from electricity/heat purchased were there in 2020 in tonnes of CO2 equivalent?,130090,10,3
1716,1,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[306],[0],What was the total emissions from electricity/heat purchased in 2021 in tonnes of CO2 equivalent?,134849,10,4
1717,1,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[306],[0],What were the total emissions from electricity/heat purchased in 2022 in tonnes of CO2 equivalent?,91300,10,5
1718,1,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[306],[0],What is the total emissions from electricity/heat purchased in 2023 in tonnes of CO2 equivalent?,110141,10,6
1719,0,['OTC_BAMGF_2023.pdf'],305,305-3.1,[307],[0],What was the total indirect (Scope 3) emissions in 2019 in tonnes of CO2 equivalent?,146225201,3,2
1720,0,['OTC_BAMGF_2023.pdf'],305,305-3.1,[307],[0],How much were the total indirect (Scope 3) emissions recorded in 2020 in tonnes of CO2 equivalent?,131255722,3,3
1721,0,['OTC_BAMGF_2023.pdf'],305,305-3.1,[307],[0],What was the total indirect (Scope 3) emissions in 2021 in tonnes of CO2 equivalent?,136757602,3,4
1722,0,['OTC_BAMGF_2023.pdf'],305,305-3.1,[307],[0],What were the total indirect (Scope 3) emissions in 2022 in tonnes of CO2 equivalent?,129958000,3,5
1723,0,['OTC_BAMGF_2023.pdf'],305,305-3.1,[307],[0],What is the total indirect (Scope 3) emissions for the year 2023 in tonnes of CO2 equivalent?,133875567,3,6
1724,0,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[307],[0],"What were the emissions from logistics, including material supply and vehicle distribution, in 2019, measured in tonnes of CO2 equivalent?",2178437,4,2
1725,0,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[307],[0],"How much did logistics (material supply and vehicle distribution) contribute to CO2 emissions in 2020, in tonnes of CO2 equivalent?",1939191,4,3
1726,0,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[307],[0],"What was the CO2 equivalent emissions from logistics (material supply and vehicle distribution) in 2021, in tonnes?",2203818,4,4
1727,0,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[307],[0],"What were the emissions from logistics (material supply and vehicle distribution) in 2022, in tonnes of CO2 equivalent?",2200661,4,5
1728,0,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[307],[0],"What is the CO2 equivalent emissions from logistics (material supply and vehicle distribution) for the year 2023, in tonnes?",2746124,4,6
1729,0,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[307],[0],"What were the business trips' CO2 emissions in 2019, in tonnes of CO2 equivalent?",129646,5,2
1730,0,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[307],[0],"How much did business trips contribute to CO2 emissions in 2020, in tonnes of CO2 equivalent?",25217,5,3
1731,0,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[307],[0],"What were the CO2 emissions from business trips in 2021, in tonnes of CO2 equivalent?",29765,5,4
1732,0,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[307],[0],"How much CO2 did business trips contribute to in 2022, in tonnes of CO2 equivalent?",66170,5,5
1733,0,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[307],[0],"What is the CO2 emission from business trips in 2023, in tonnes of CO2 equivalent?",115469,5,6
1734,0,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[307],[0],"What were the emissions from employees’ commuter traffic in 2019, in tonnes of CO2 equivalent?",146298,6,2
1735,0,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[307],[0],"How much CO2 was emitted due to employees’ commuter traffic in 2020, in tonnes of CO2 equivalent?",166586,6,3
1736,0,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[307],[0],"What were the CO2 emissions from employees' commuter traffic in 2021, in tonnes of CO2 equivalent?",139999,6,4
1737,0,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[307],[0],"How much CO2 did employees' commuter traffic contribute to in 2022, in tonnes of CO2 equivalent?",145284,6,5
1738,0,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[307],[0],"What are the CO2 emissions from employees' commuter traffic in 2023, in tonnes of CO2 equivalent?",166273,6,6
1739,0,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[307],[0],"What were the emissions from purchased goods and services in 2019, in tonnes of CO2 equivalent?",31486873,7,2
1740,0,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[307],[0],"How much did purchased goods and services contribute to CO2 emissions in 2020, in tonnes of CO2 equivalent?",29094346,7,3
1741,0,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[307],[0],"What was the CO2 equivalent emissions from purchased goods and services in 2021, in tonnes?",33131882,7,4
1742,0,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[307],[0],"How much CO2 was emitted by purchased goods and services in 2022, in tonnes of CO2 equivalent?",33029416,7,5
1743,0,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[307],[0],"What are the emissions from purchased goods and services for the year 2023, in tonnes of CO2 equivalent?",34267874,7,6
1744,0,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[307],[0],"What were the emissions during the use phase in 2019, in tonnes of CO2 equivalent?",110899066,8,2
1745,0,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[307],[0],"How much CO2 was emitted during the use phase in 2020, in tonnes of CO2 equivalent?",98782354,8,3
1746,0,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[307],[0],"What were the CO2 emissions during the use phase in 2021, in tonnes of CO2 equivalent?",99805490,8,4
1747,0,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[307],[0],"How much CO2 did the use phase contribute to in 2022, in tonnes of CO2 equivalent?",92947849,8,5
1748,0,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[307],[0],"What are the emissions from the use phase in 2023, in tonnes of CO2 equivalent?",94774779,8,6
1749,0,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[307],[0],"What were the emissions from aftersales logistics in 2019, in tonnes of CO2 equivalent?",115863,9,2
1750,0,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[307],[0],"How much did aftersales logistics contribute to CO2 emissions in 2020, in tonnes of CO2 equivalent?",97171,9,3
1751,0,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[307],[0],"What were the CO2 emissions from aftersales logistics in 2021, in tonnes of CO2 equivalent?",130210,9,4
1752,0,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[307],[0],"How much CO2 was emitted by aftersales logistics in 2022, in tonnes of CO2 equivalent?",174017,9,5
1753,0,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[307],[0],"What are the emissions from aftersales logistics in 2023, in tonnes of CO2 equivalent?",183417,9,6
1754,0,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[307],[0],"What were the emissions from disposal in 2019, in tonnes of CO2 equivalent?",1269018,10,2
1755,0,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[307],[0],"How much did disposal contribute to CO2 emissions in 2020, in tonnes of CO2 equivalent?",1150857,10,3
1756,0,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[307],[0],"What were the CO2 emissions from disposal in 2021, in tonnes of CO2 equivalent?",1316438,10,4
1757,0,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[307],[0],"How much CO2 was emitted from disposal in 2022, in tonnes of CO2 equivalent?",1394603,10,5
1758,0,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[307],[0],"What is the emission from disposal in 2023, in tonnes of CO2 equivalent?",1621631,10,6
1759,1,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[309],[0],How many CO2e emissions in tonnes were recorded for material supply in 2022?,974238,3,2
1760,1,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[309],[0],How many CO2e emissions in tonnes were recorded for material supply in 2023?,1229301,3,4
1761,1,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[309],[0],How many CO2e emissions in tonnes were recorded for distribution vehicles in 2022?,1226423,6,2
1762,1,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[309],[0],How many CO2e emissions in tonnes were recorded for distribution vehicles in 2023?,1516823,6,4
1763,1,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[309],[0],How many CO2e emissions in tonnes were recorded for total material supply and distribution in 2022?,2200661,9,2
1764,1,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[309],[0],How many CO2e emissions in tonnes were recorded for total material supply and distribution in 2023?,2746124,9,4
1765,1,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[309],[0],What percentage of CO2e emissions was attributed to sea transport in 2022?,43.4,14,3
1766,1,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[309],[0],What percentage of CO2e emissions was attributed to sea transport in 2023?,41.7,14,5
1767,1,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[309],[0],What percentage of CO2e emissions was attributed to road transport in 2022?,31.7,15,3
1768,1,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[309],[0],What percentage of CO2e emissions was attributed to road transport in 2023?,30.9,15,5
1769,1,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[309],[0],What percentage of CO2e emissions was attributed to rail transport in 2022?,5.5,16,3
1770,1,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[309],[0],What percentage of CO2e emissions was attributed to rail transport in 2023?,5.2,16,5
1771,1,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[309],[0],What percentage of CO2e emissions was attributed to air transport in 2022?,19.4,17,3
1772,1,['OTC_BAMGF_2023.pdf'],305,"305-*.1, 305-*.2",[309],[0],What percentage of CO2e emissions was attributed to air transport in 2023?,22.2,17,5
1773,0,['OTC_BAMGF_2023.pdf'],306,306-3.1,[311],[0],What was the total weight of waste generated in tons in 2019?,780911,2,2
1774,0,['OTC_BAMGF_2023.pdf'],306,306-3.1,[311],[0],What was the total weight of waste generated in tons in 2020?,775459,2,3
1775,0,['OTC_BAMGF_2023.pdf'],306,306-3.1,[311],[0],What was the total weight of waste generated in tons in 2021?,829498,2,4
1776,0,['OTC_BAMGF_2023.pdf'],306,306-3.1,[311],[0],What was the total weight of waste generated in tons in 2022?,818387,2,5
1777,0,['OTC_BAMGF_2023.pdf'],306,306-3.1,[311],[0],What was the total weight of waste generated in tons in 2023?,927880,2,6
