,old_index,checked,"Error (0 no error, 1 value err, 2 unrelated, 3 hierarchical)",pdf name,gri,gri_finegrained,page nbr,table nbr,question,value,row,column
1645,1973,1,0,OTC_BAMGF_2023.pdf,302,302-1.2,326,0,How far can the BMW iX3 go on electric power at its highest and lowest electric range?,453 - 461,5,5
1646,1974,1,0,OTC_BAMGF_2023.pdf,302,302-1.1,326,0,What is the max and min fuel consumption in liters per 100 kilometers for the BMW XM?,1.9-1.5,6,2
1647,1976,1,0,OTC_BAMGF_2023.pdf,302,302-1.2,326,0,"What is the range of electricity power consumption for the BMW XM, from the highest to the lowest in kilowatt-hours per 100 kilometers?",33.6 - 32.5,6,4
1648,1977,1,0,OTC_BAMGF_2023.pdf,302,302-1.2,326,0,What is the electric range for the BMW XM at its maximum and minimum values?,76 - 83,6,5
1649,1978,1,0,OTC_BAMGF_2023.pdf,302,302-1.1,326,0,What is the highest and lowest fuel consumption in liters per 100 kilometers for the BMW XM Label Red?,2.0 - 1.6,7,2
1650,1980,1,0,OTC_BAMGF_2023.pdf,302,302-1.2,326,0,What is the max-min electricity power consumption range in kWh/100 km for the BMW XM Label Red?,33.5 - 32.5,7,4
1651,1981,1,0,OTC_BAMGF_2023.pdf,302,302-1.2,326,0,How far can the BMW XM Label Red travel on electric power at its highest and lowest range?,76 - 82,7,5
1652,1982,1,0,OTC_BAMGF_2023.pdf,302,302-1.1,326,0,What is the fuel consumption (max and min) for the BMW XM 50e in liters per 100 kilometers?,1.7-1.3,8,2
1653,1984,1,0,OTC_BAMGF_2023.pdf,302,302-1.2,326,0,How does the electricity power consumption in kWh/100 km for the BMW XM 50e vary between its max and min values?,32.2 - 31.5,8,4
1654,1985,1,0,OTC_BAMGF_2023.pdf,302,302-1.2,326,0,"What is the electric range for the BMW XM 50e, from maximum to minimum?",78 - 84,8,5
1655,1986,1,0,OTC_BAMGF_2023.pdf,302,302-1.1,326,0,What is the fuel consumption in liters per 100 kilometers for the BMW Z4 Roadster sDrive20i at its max and min values?,7.4-6.9,9,2
1656,1988,1,0,OTC_BAMGF_2023.pdf,302,302-1.1,326,0,What is the max-min fuel consumption range in liters per 100 kilometers for the BMW Z4 Roadster M40i?,8.1-7.9,10,2
1657,1990,1,0,OTC_BAMGF_2023.pdf,302,302-1.1,326,0,What is the fuel consumption for the MINI Cooper at its maximum and minimum in liters per 100 kilometers?,14.3 - 13.8,12,2
1658,1992,1,0,OTC_BAMGF_2023.pdf,302,302-1.2,326,0,What is the electricity power consumption in kilowatt-hours per 100 kilometers for the MINI Cooper SE (until model year 2023) at both the maximum and minimum levels?,17.6-15.4,13,4
1659,1993,1,0,OTC_BAMGF_2023.pdf,302,302-1.2,326,0,What is the max-min range of electric range for the MINI Cooper SE (until model year 2023)?,203 - 232,13,5
1660,1994,1,0,OTC_BAMGF_2023.pdf,302,302-1.2,326,0,What is the highest and lowest electricity consumption in kilowatt-hours per 100 kilometers for the MINI Cooper SE (from model year 2024)?,14.7-14.1,14,4
1661,1995,1,0,OTC_BAMGF_2023.pdf,302,302-1.2,326,0,How far can the MINI Cooper SE (from model year 2024) travel on electric power at its highest and lowest ranges?,387 - 402,14,5
1662,1996,1,0,OTC_BAMGF_2023.pdf,302,302-1.2,326,0,What is the electricity power consumption for the MINI Cooper SE Cabrio in kilowatt-hours per 100 kilometers?,17.2,15,4
1663,1997,1,0,OTC_BAMGF_2023.pdf,302,302-1.2,326,0,What is the electric range of the MINI Cooper SE Cabrio?,201,15,5
1664,1998,1,0,OTC_BAMGF_2023.pdf,302,302-1.2,326,0,What is the electricity power consumption in kWh/100 km for the MINI Countryman E at the highest and lowest values?,17.4-15.7,16,4
1665,1999,1,0,OTC_BAMGF_2023.pdf,302,302-1.2,326,0,"What is the electric range for the MINI Countryman E, from the maximum to the minimum?",423 - 462,16,5
1666,2000,1,0,OTC_BAMGF_2023.pdf,302,302-1.2,326,0,What is the maximum and minimum electricity power consumption for the MINI Countryman SE ALL4 in kWh/100 km?,18.5 - 16.8,17,4
1667,2001,1,0,OTC_BAMGF_2023.pdf,302,302-1.2,326,0,What is the electric range for the MINI Countryman SE ALL4 from its maximum to minimum?,399 - 432,17,5
1668,2002,1,0,OTC_BAMGF_2023.pdf,302,302-1.1,326,0,What is the max-min fuel consumption in liters per 100 kilometers for the Rolls-Royce Cullinan?,16.5 - 16.1,19,2
1669,2004,1,0,OTC_BAMGF_2023.pdf,302,302-1.1,326,0,What is the max and min fuel consumption in liters per 100 kilometers for the Rolls-Royce Ghost?,15.8 - 15.2,20,2
1670,2006,1,0,OTC_BAMGF_2023.pdf,302,302-1.1,326,0,"What is the fuel consumption for the Rolls-Royce Dawn in liters per 100 kilometers, from max to min?",16.9 - 16.2,21,2
1671,2008,1,0,OTC_BAMGF_2023.pdf,302,302-1.1,326,0,What is the fuel consumption in liters per 100 kilometers for the Rolls-Royce Wraith at its maximum and minimum values?,16.3 - 15.8,22,2
1672,2010,1,0,OTC_BAMGF_2023.pdf,302,302-1.2,326,0,What is the electricity power consumption in kWh/100 km for the Rolls-Royce Spectre at the max and min levels?,23.6 - 22.2,23,4
1673,2011,1,0,OTC_BAMGF_2023.pdf,302,302-1.2,326,0,"What is the electric range for the Rolls-Royce Spectre, from maximum to minimum?",500 - 530,23,5
1674,2012,1,0,OTC_BAMGF_2023.pdf,303,303-5.1,310,0,What was the total water consumption in cubic meters for the year 2019?,5417428,2,2
1675,2013,1,0,OTC_BAMGF_2023.pdf,303,303-5.1,310,0,How much water was consumed in cubic meters in 2020?,4722310,2,3
1676,2014,1,0,OTC_BAMGF_2023.pdf,303,303-5.1,310,0,What is the total water consumption in cubic meters for the year 2021?,4924477,2,4
1677,2015,1,0,OTC_BAMGF_2023.pdf,303,303-5.1,310,0,Can you tell me the total water consumption in cubic meters for 2022?,4840161,2,5
1678,2016,1,0,OTC_BAMGF_2023.pdf,303,303-5.1,310,0,What was the total water consumption in cubic meters in 2023?,5049144,2,6
1679,2017,1,3,OTC_BAMGF_2023.pdf,303,303-5.1,310,0,What percentage of the total water consumption was potable water in 2019?,87.4,3,2
1680,2018,1,3,OTC_BAMGF_2023.pdf,303,303-5.1,310,0,How much of the total water consumption was potable water in percentage for the year 2020?,86.3,3,3
1681,2019,1,3,OTC_BAMGF_2023.pdf,303,303-5.1,310,0,What was the percentage of potable water in total water consumption in 2021?,85.1,3,4
1682,2020,1,3,OTC_BAMGF_2023.pdf,303,303-5.1,310,0,What percentage of the total water consumption was potable water in 2022?,84,3,5
1683,2021,1,3,OTC_BAMGF_2023.pdf,303,303-5.1,310,0,What is the percentage of potable water in total water consumption for the year 2023?,83.8,3,6
1684,2022,1,3,OTC_BAMGF_2023.pdf,303,303-5.7,310,0,What percentage of the total water consumption came from groundwater in 2019?,12.6,4,2
1685,2023,1,3,OTC_BAMGF_2023.pdf,303,303-5.7,310,0,How much of the total water consumption was groundwater in percentage for the year 2020?,13.6,4,3
1686,2024,1,3,OTC_BAMGF_2023.pdf,303,303-5.7,310,0,What was the percentage of groundwater in total water consumption in 2021?,14.6,4,4
1687,2025,1,3,OTC_BAMGF_2023.pdf,303,303-5.7,310,0,What percentage of the total water consumption was groundwater in 2022?,15.7,4,5
1688,2026,1,3,OTC_BAMGF_2023.pdf,303,303-5.7,310,0,What is the percentage of groundwater in total water consumption for the year 2023?,15.9,4,6
1689,2027,1,3,OTC_BAMGF_2023.pdf,303,303-5.8,310,0,What percentage of the total water consumption was surface water in 2019?,0,5,2
1690,2028,1,3,OTC_BAMGF_2023.pdf,303,303-5.9,310,0,How much of the total water consumption was surface water in percentage for the year 2020?,0,5,3
1691,2029,1,3,OTC_BAMGF_2023.pdf,303,303-5.9,310,0,What was the percentage of surface water in total water consumption in 2021?,0,5,4
1692,2030,1,3,OTC_BAMGF_2023.pdf,303,303-5.9,310,0,What percentage of the total water consumption was surface water in 2022?,0,5,5
1693,2031,1,3,OTC_BAMGF_2023.pdf,303,303-5.9,310,0,What is the percentage of surface water in total water consumption for the year 2023?,0.1,5,6
1694,2032,1,3,OTC_BAMGF_2023.pdf,303,303-5.10,310,0,What percentage of the total water consumption was rainwater in 2019?,0,6,2
1695,2033,1,3,OTC_BAMGF_2023.pdf,303,303-5.10,310,0,How much of the total water consumption was rainwater in percentage for the year 2020?,0.1,6,3
1696,2034,1,3,OTC_BAMGF_2023.pdf,303,303-5.10,310,0,What was the percentage of rainwater in total water consumption in 2021?,0.3,6,4
1697,2035,1,3,OTC_BAMGF_2023.pdf,303,303-5.10,310,0,What percentage of the total water consumption was rainwater in 2022?,0.3,6,5
1698,2036,1,3,OTC_BAMGF_2023.pdf,303,303-5.10,310,0,What is the percentage of rainwater in total water consumption for the year 2023?,0.2,6,6
1699,2037,1,0,OTC_BAMGF_2023.pdf,305,305-*.1,306,0,What was the total emissions in 2019 in tonnes of CO2 equivalent?,147257699,2,2
1700,2038,1,0,OTC_BAMGF_2023.pdf,305,305-*.1,306,0,How many total emissions were recorded in 2020 in tonnes of CO2 equivalent?,132064779,2,3
1701,2039,1,0,OTC_BAMGF_2023.pdf,305,305-*.1,306,0,What were the total emissions in 2021 in tonnes of CO2 equivalent?,137592164,2,4
1702,2040,1,0,OTC_BAMGF_2023.pdf,305,305-*.1,306,0,What was the total emissions in 2022 in tonnes of CO2 equivalent?,130743357,2,5
1703,2041,1,0,OTC_BAMGF_2023.pdf,305,305-*.1,306,0,What is the total emissions for the year 2023 in tonnes of CO2 equivalent?,134699641,2,6
1704,2042,1,3,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",306,0,What were the company vehicles' CO2 emissions in tonnes in 2019?,85667,6,2
1705,2043,1,3,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",306,0,How many tonnes of CO2 were emitted by the company vehicles in 2020?,72554,6,3
1706,2044,1,3,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",306,0,What was the CO2 emission in tonnes for company vehicles in 2021?,66442,6,4
1707,2045,1,3,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",306,0,How many tonnes of CO2 were emitted by company vehicles in 2022?,76491,6,5
1708,2046,1,3,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",306,0,What is the CO2 emission in tonnes for company vehicles in 2023?,113431,6,6
1709,2047,1,3,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",306,0,How many tonnes of CO2 did the company-owned planes emit in 2019?,6098,7,2
1710,2048,1,3,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",306,0,What was the CO2 emission in tonnes from company-owned planes in 2020?,1793,7,3
1711,2049,1,3,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",306,0,How many tonnes of CO2 were emitted by company-owned planes in 2021?,1967,7,4
1712,2050,1,3,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",306,0,What was the CO2 emission in tonnes from company-owned planes in 2022?,3449,7,5
1713,2051,1,3,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",306,0,What is the CO2 emission in tonnes from company-owned planes in 2023?,5245,7,6
1714,2052,1,3,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",306,0,What were the total emissions from electricity/heat purchased in 2019 in tonnes of CO2 equivalent?,354095,10,2
1715,2053,1,3,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",306,0,How many total emissions from electricity/heat purchased were there in 2020 in tonnes of CO2 equivalent?,130090,10,3
1716,2054,1,3,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",306,0,What was the total emissions from electricity/heat purchased in 2021 in tonnes of CO2 equivalent?,134849,10,4
1717,2055,1,3,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",306,0,What were the total emissions from electricity/heat purchased in 2022 in tonnes of CO2 equivalent?,91300,10,5
1718,2056,1,3,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",306,0,What is the total emissions from electricity/heat purchased in 2023 in tonnes of CO2 equivalent?,110141,10,6
1719,2057,1,0,OTC_BAMGF_2023.pdf,305,305-3.1,307,0,What was the total indirect (Scope 3) emissions in 2019 in tonnes of CO2 equivalent?,146225201,3,2
1720,2058,1,0,OTC_BAMGF_2023.pdf,305,305-3.1,307,0,How much were the total indirect (Scope 3) emissions recorded in 2020 in tonnes of CO2 equivalent?,131255722,3,3
1721,2059,1,0,OTC_BAMGF_2023.pdf,305,305-3.1,307,0,What was the total indirect (Scope 3) emissions in 2021 in tonnes of CO2 equivalent?,136757602,3,4
1722,2060,1,0,OTC_BAMGF_2023.pdf,305,305-3.1,307,0,What were the total indirect (Scope 3) emissions in 2022 in tonnes of CO2 equivalent?,129958000,3,5
1723,2061,1,0,OTC_BAMGF_2023.pdf,305,305-3.1,307,0,What is the total indirect (Scope 3) emissions for the year 2023 in tonnes of CO2 equivalent?,133875567,3,6
1724,2062,1,0,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",307,0,"What were the emissions from logistics, including material supply and vehicle distribution, in 2019, measured in tonnes of CO2 equivalent?",2178437,4,2
1725,2063,1,0,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",307,0,"How much did logistics (material supply and vehicle distribution) contribute to CO2 emissions in 2020, in tonnes of CO2 equivalent?",1939191,4,3
1726,2064,1,0,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",307,0,"What was the CO2 equivalent emissions from logistics (material supply and vehicle distribution) in 2021, in tonnes?",2203818,4,4
1727,2065,1,0,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",307,0,"What were the emissions from logistics (material supply and vehicle distribution) in 2022, in tonnes of CO2 equivalent?",2200661,4,5
1728,2066,1,0,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",307,0,"What is the CO2 equivalent emissions from logistics (material supply and vehicle distribution) for the year 2023, in tonnes?",2746124,4,6
1729,2067,1,0,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",307,0,"What were the business trips' CO2 emissions in 2019, in tonnes of CO2 equivalent?",129646,5,2
1730,2068,1,0,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",307,0,"How much did business trips contribute to CO2 emissions in 2020, in tonnes of CO2 equivalent?",25217,5,3
1731,2069,1,0,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",307,0,"What were the CO2 emissions from business trips in 2021, in tonnes of CO2 equivalent?",29765,5,4
1732,2070,1,0,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",307,0,"How much CO2 did business trips contribute to in 2022, in tonnes of CO2 equivalent?",66170,5,5
1733,2071,1,0,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",307,0,"What is the CO2 emission from business trips in 2023, in tonnes of CO2 equivalent?",115469,5,6
1734,2072,1,0,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",307,0,"What were the emissions from employees’ commuter traffic in 2019, in tonnes of CO2 equivalent?",146298,6,2
1735,2073,1,0,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",307,0,"How much CO2 was emitted due to employees’ commuter traffic in 2020, in tonnes of CO2 equivalent?",166586,6,3
1736,2074,1,0,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",307,0,"What were the CO2 emissions from employees' commuter traffic in 2021, in tonnes of CO2 equivalent?",139999,6,4
1737,2075,1,0,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",307,0,"How much CO2 did employees' commuter traffic contribute to in 2022, in tonnes of CO2 equivalent?",145284,6,5
1738,2076,1,0,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",307,0,"What are the CO2 emissions from employees' commuter traffic in 2023, in tonnes of CO2 equivalent?",166273,6,6
1739,2077,1,0,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",307,0,"What were the emissions from purchased goods and services in 2019, in tonnes of CO2 equivalent?",31486873,7,2
1740,2078,1,0,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",307,0,"How much did purchased goods and services contribute to CO2 emissions in 2020, in tonnes of CO2 equivalent?",29094346,7,3
1741,2079,1,0,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",307,0,"What was the CO2 equivalent emissions from purchased goods and services in 2021, in tonnes?",33131882,7,4
1742,2080,1,0,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",307,0,"How much CO2 was emitted by purchased goods and services in 2022, in tonnes of CO2 equivalent?",33029416,7,5
1743,2081,1,0,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",307,0,"What are the emissions from purchased goods and services for the year 2023, in tonnes of CO2 equivalent?",34267874,7,6
1744,2082,1,0,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",307,0,"What were the emissions during the use phase in 2019, in tonnes of CO2 equivalent?",110899066,8,2
1745,2083,1,0,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",307,0,"How much CO2 was emitted during the use phase in 2020, in tonnes of CO2 equivalent?",98782354,8,3
1746,2084,1,0,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",307,0,"What were the CO2 emissions during the use phase in 2021, in tonnes of CO2 equivalent?",99805490,8,4
1747,2085,1,0,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",307,0,"How much CO2 did the use phase contribute to in 2022, in tonnes of CO2 equivalent?",92947849,8,5
1748,2086,1,0,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",307,0,"What are the emissions from the use phase in 2023, in tonnes of CO2 equivalent?",94774779,8,6
1749,2087,1,0,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",307,0,"What were the emissions from aftersales logistics in 2019, in tonnes of CO2 equivalent?",115863,9,2
1750,2088,1,0,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",307,0,"How much did aftersales logistics contribute to CO2 emissions in 2020, in tonnes of CO2 equivalent?",97171,9,3
1751,2089,1,0,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",307,0,"What were the CO2 emissions from aftersales logistics in 2021, in tonnes of CO2 equivalent?",130210,9,4
1752,2090,1,0,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",307,0,"How much CO2 was emitted by aftersales logistics in 2022, in tonnes of CO2 equivalent?",174017,9,5
1753,2091,1,0,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",307,0,"What are the emissions from aftersales logistics in 2023, in tonnes of CO2 equivalent?",183417,9,6
1754,2092,1,0,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",307,0,"What were the emissions from disposal in 2019, in tonnes of CO2 equivalent?",1269018,10,2
1755,2093,1,0,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",307,0,"How much did disposal contribute to CO2 emissions in 2020, in tonnes of CO2 equivalent?",1150857,10,3
1756,2094,1,0,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",307,0,"What were the CO2 emissions from disposal in 2021, in tonnes of CO2 equivalent?",1316438,10,4
1757,2095,1,0,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",307,0,"How much CO2 was emitted from disposal in 2022, in tonnes of CO2 equivalent?",1394603,10,5
1758,2096,1,0,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",307,0,"What is the emission from disposal in 2023, in tonnes of CO2 equivalent?",1621631,10,6
1759,2098,1,3,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",309,0,How many CO2e emissions in tonnes were recorded for material supply in 2022?,974238,3,2
1760,2100,1,3,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",309,0,How many CO2e emissions in tonnes were recorded for material supply in 2023?,1229301,3,4
1761,2102,1,3,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",309,0,How many CO2e emissions in tonnes were recorded for distribution vehicles in 2022?,1226423,6,2
1762,2104,1,3,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",309,0,How many CO2e emissions in tonnes were recorded for distribution vehicles in 2023?,1516823,6,4
1763,2106,1,3,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",309,0,How many CO2e emissions in tonnes were recorded for total material supply and distribution in 2022?,2200661,9,2
1764,2108,1,3,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",309,0,How many CO2e emissions in tonnes were recorded for total material supply and distribution in 2023?,2746124,9,4
1765,2110,1,3,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",309,0,What percentage of CO2e emissions was attributed to sea transport in 2022?,43.4,14,3
1766,2112,1,3,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",309,0,What percentage of CO2e emissions was attributed to sea transport in 2023?,41.7,14,5
1767,2114,1,3,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",309,0,What percentage of CO2e emissions was attributed to road transport in 2022?,31.7,15,3
1768,2116,1,3,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",309,0,What percentage of CO2e emissions was attributed to road transport in 2023?,30.9,15,5
1769,2118,1,3,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",309,0,What percentage of CO2e emissions was attributed to rail transport in 2022?,5.5,16,3
1770,2120,1,3,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",309,0,What percentage of CO2e emissions was attributed to rail transport in 2023?,5.2,16,5
1771,2122,1,3,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",309,0,What percentage of CO2e emissions was attributed to air transport in 2022?,19.4,17,3
1772,2124,1,3,OTC_BAMGF_2023.pdf,305,"305-*.1, 305-*.2",309,0,What percentage of CO2e emissions was attributed to air transport in 2023?,22.2,17,5
1773,2125,1,0,OTC_BAMGF_2023.pdf,306,306-3.1,311,0,What was the total weight of waste generated in tons in 2019?,780911,2,2
1774,2126,1,0,OTC_BAMGF_2023.pdf,306,306-3.1,311,0,What was the total weight of waste generated in tons in 2020?,775459,2,3
1775,2127,1,0,OTC_BAMGF_2023.pdf,306,306-3.1,311,0,What was the total weight of waste generated in tons in 2021?,829498,2,4
1776,2128,1,0,OTC_BAMGF_2023.pdf,306,306-3.1,311,0,What was the total weight of waste generated in tons in 2022?,818387,2,5
1777,2129,1,0,OTC_BAMGF_2023.pdf,306,306-3.1,311,0,What was the total weight of waste generated in tons in 2023?,927880,2,6
1778,2130,1,0,OTC_BAMGF_2023.pdf,306,306-4.2,311,0,How much material for recycling was generated in tons in 2019?,771162,3,2
1779,2131,1,0,OTC_BAMGF_2023.pdf,306,306-4.2,311,0,How much material for recycling was generated in tons in 2020?,768292,3,3
1780,2132,1,0,OTC_BAMGF_2023.pdf,306,306-4.2,311,0,How much material for recycling was generated in tons in 2021?,822848,3,4
1781,2133,1,0,OTC_BAMGF_2023.pdf,306,306-4.2,311,0,How much material for recycling was generated in tons in 2022?,812274,3,5
1782,2134,1,0,OTC_BAMGF_2023.pdf,306,306-4.2,311,0,How much material for recycling was generated in tons in 2023?,922554,3,6
1783,2135,1,0,OTC_BAMGF_2023.pdf,306,306-5.1,311,0,What was the weight of waste for disposal in tons in 2019?,9749,4,2
1784,2136,1,0,OTC_BAMGF_2023.pdf,306,306-5.1,311,0,What was the weight of waste for disposal in tons in 2020?,7168,4,3
1785,2137,1,0,OTC_BAMGF_2023.pdf,306,306-5.1,311,0,What was the weight of waste for disposal in tons in 2021?,6650,4,4
1786,2138,1,0,OTC_BAMGF_2023.pdf,306,306-5.1,311,0,What was the weight of waste for disposal in tons in 2022?,6113,4,5
1787,2139,1,0,OTC_BAMGF_2023.pdf,306,306-5.1,311,0,What was the weight of waste for disposal in tons in 2023?,5326,4,6
1788,2140,1,0,OTC_BAMGF_2023.pdf,308,308-1.1,312,0,What was the percentage of suppliers of production-related material with implemented preventive measures at the time of awarding in 2022?,70,2,2
1789,2141,1,0,OTC_BAMGF_2023.pdf,308,308-1.1,312,0,What proportion of suppliers of production-related material had agreed preventive measures at the time of awarding in 2023 in %?,31,3,3
1790,2142,1,0,OTC_BAMGF_2023.pdf,308,308-1.1,312,0,Can you tell me the percentage of suppliers of production-related material with implemented preventive measures at the time of awarding in 2023?,55,2,3
1791,2143,1,0,OTC_BAMGF_2023.pdf,308,308-1.1,312,0,What was the proportion in % of suppliers of production-related material with agreed preventive measures at the time of awarding in 2022?,22,3,2
1792,2148,1,0,OTC_MBGAF_2023.pdf,301,301-2.1,109,0,By when should protective measures for 100 percent of high-risk materials be implemented?,2028,2,2
1793,2149,1,0,OTC_MBGAF_2023.pdf,301,301-2.1,109,0,When should 70 percent of production raw materials with high human rights risks be assessed?,2025,3,2
1794,2150,1,0,OTC_MBGAF_2023.pdf,301,301-2.1,109,0,Was the assessment of 50 percent of production raw materials with high human rights risks completed?,Yes,4,2
1795,2151,1,0,OTC_MBGAF_2023.pdf,301,301-2.1,109,0,By when should 100 percent of service supply chain products with high human rights risks be reviewed?,2026,5,2
1796,2152,1,0,OTC_MBGAF_2023.pdf,305,"305-*.1, 305-5.1",86,0,When is the target of reducing CO2 emissions by 80 percent expected?,2030,3,2
1797,2153,1,0,OTC_MBGAF_2023.pdf,302,302-1.8,86,0,By which year is the share of renewable energy in production expected to reach 100 percent?,2039,4,2
1798,2154,1,3,OTC_MBGAF_2023.pdf,302,302-1.8,86,0,What percentage of renewable energy usage is targeted for cars by 2030?,70,6,1
1799,2155,1,3,OTC_MBGAF_2023.pdf,302,302-1.8,86,0,What percentage of renewable energy usage is targeted for vans by 2030?,80,7,1
1800,2156,1,3,OTC_MBGAF_2023.pdf,302,"302-1.7, 302-4.2",87,0,What is the target percentage reduction in energy consumption for cars by 2030?,-43,4,1
1801,2157,1,3,OTC_MBGAF_2023.pdf,302,"302-1.7, 302-4.2",87,0,What is the target percentage reduction in energy consumption for vans by 2030?,-25,5,1
1802,2176,1,0,OTC_MBGAF_2023.pdf,303,303-5.1,350,0,What was the water consumption in production for 2023 in thousands of cubic meters?,1913,16,2
1803,2191,1,0,OTC_MBGAF_2023.pdf,305,"305-*.1, 305-*.2",350,0,"What were the CO2 emissions of the new car fleet in Europe in 2023, measured in g/km?",109,8,2
1804,2192,1,0,OTC_MBGAF_2023.pdf,305,"305-*.1, 305-*.2",350,0,"What were the CO2 emissions of the new car fleet in the United States in 2023, measured in grams of CO2 per mile?",170,9,2
1805,2194,1,0,OTC_MBGAF_2023.pdf,305,"305-*.1, 305-*.2",350,0,"What were the CO2 emissions of the light commercial vehicle fleet in Europe in 2023, measured in g/km?",204,11,2
1806,2195,1,0,OTC_MBGAF_2023.pdf,305,"305-*.1, 305-*.2",350,0,"What were the CO2 emissions of the light duty truck fleet in the United States in 2023, measured in grams of CO2 per mile?",259,12,2
1807,2196,1,0,OTC_MBGAF_2023.pdf,305,"305-1.1, 305-2.3, 305-*.2",350,0,"What were the CO2 emissions in production (Scope 1 and Scope 2) in 2023, measured in 1,000 of tonnes?",511,13,2
1808,2210,1,3,OTC_MBGAF_2023.pdf,306,"306-5.1, 306-3.8",87,0,What is the target percentage reduction in waste volume for disposal for cars by 2030?,-82,10,1
1809,2211,1,3,OTC_MBGAF_2023.pdf,306,"306-5.1, 306-3.8",87,0,What is the target percentage reduction in waste volume for disposal for vans by 2030?,-85,11,1
1810,2212,1,3,OTC_MBGAF_2023.pdf,306,"306-5.1, 306-3.8",87,0,What is the target percentage reduction in total waste volume for cars by 2030?,-35,13,1
1811,2213,1,3,OTC_MBGAF_2023.pdf,306,"306-5.1, 306-3.8",87,0,What is the target percentage reduction in total waste volume for vans by 2030?,-30,14,1
1812,2214,1,0,deutsche-telekom-ag_2023.pdf,302,302-1.7,2,0,What was the energy consumption in GWh for the year 2023?,12241,44,4
1813,2215,1,0,deutsche-telekom-ag_2023.pdf,302,302-1.7,2,0,How much energy was consumed in GWh in 2022?,13253,44,5
