index,question,value,response
1775,How much NOx was emitted in 2023 with reference to the entire group in tonnes?,11275,11275
1776,How much SO2 was emitted in 2022 with reference to the entire group in tonnes?,607,14849 / 14399
1777,What was the level of CO emissions in 2021 with reference to the entire group in tonnes?,5231,5231
1778,What is the amount of NMVOC emissions in tonnes recorded in 2023 with reference to the entire group?,815,815
1779,What was the emission of PM10 in tonnes in 2022 with reference to the full consolidated group?,550,576#14849
1780,"What amount of avoided NOx emissions for the entire group was achieved in 2023, measured in tonnes?",475.3,475.3
1781,"How much avoided SOx emissions for the entire group were achieved in 2023, measured in tonnes?",18.4,No answer in the response
1782,"What is the value of avoided CO emissions for the entire group in 2022, measured in tonnes?",146.5,433.5#146.5
1783,"What were the avoided NMVOC emissions for the entire group in 2021, measured in tonnes?",24.2,24.2
1784,"What was the amount of avoided PM10 emissions for the entire group in 2022, measured in tonnes?",13.9,13.9#13.6
1785,What is the total weight of waste produced in 2023 in kilotons with reference to the entire group?,790.2,790.2
1786,How much hazardous waste was disposed of in landfill sites in 2022 in kilotons with reference to the entire group?,19.2,851.7
1787,What is the weight of hazardous waste that was incinerated externally in 2021 in kilotons with reference to the entire group?,2,2
1788,How much hazardous waste was recycled in 2023 in kilotons with reference to the entire group?,1.4,1.4
1789,What is the total weight of hazardous waste disposed of in other structures in 2022 in kilotons with reference to the entire group?,97.4,97.4
1790,How much non-hazardous waste was disposed of in landfill sites in 2023 in kilotons with reference to the entire group?,139.8,139.8
1791,What is the weight of non-hazardous waste incinerated in external plants in 2022 in kilotons with reference to the entire group?,0.05,0.05
1792,How much non-hazardous waste was incinerated in Saipem plants in 2021 in kilotons with reference to the entire group?,17,17
1793,What is the total weight of recycled non-hazardous waste in 2023 in kilotons with reference to the entire group?,52.8,52.8
1794,How much non-hazardous waste was disposed of in other structures in 2022 in kilotons with reference to the entire group?,337.1,553.2#337.1
1795,How many new vendors were assessed on human and labour rights breaches in 2023?,431,431
1796,What was the total number of vendors assessed on HSE issues in 2022?,578,595
1797,What percentage of vendors qualified in the year for activities considered at HSE risk was recorded in 2021?,9,9
1798,How many vendors were qualified during the year in 2023?,6364,6364
1799,What number of vendors with existing contracts was reported in 2023?,10897,10897
1800,How many vendors with existing contracts classified as at risk on HSE issues were there in 2023?,1500,1500
1801,What was the number of critical vendors in 2023?,11851,11851
1802,What percentage of orders were made from critical vendors in 2023?,75,75
1803,How many vendors qualified in the year working in countries with a high risk of human and labour rights breaches were there in 2022?,2807,2807
1804,What was the number of vendors qualified in the year for non-critical qualifications in 2023?,2447,2447
1805,What was the percentage reduction in CO2 emissions for the year 2020?,13.76,13.76%
1806,How did the CO2 emissions reduction in 2021 compare to the target achievement for that year (%)?,200.00,False
1807,What was the percentage reduction in CO2 emissions for the year 2022?,-11.41,-11.41%
1808,How did the CO2 emissions reduction in 2023 compare to the target achievement for that year (%)?,110.67,False
1815,What was the total electricity consumption in MWh for the year 2023?,79560,79560
1816,How much electricity was consumed from renewable sources in MWh during 2023?,44811,44811
1817,What was the consumption of natural gas in megawatt-hours based on gross calorific value for the year 2023?,4269,4269
1818,What was the total energy consumption for buildings excluding electricity in MWh for 2023?,11676,11676
1819,How much fuel was consumed for the vehicle fleet in megawatt-hours based on gross calorific value in 2023?,17978,17978#1000
1820,What was the total energy consumption for the vehicle fleet in megawatt-hours based on gross calorific value for the year 2023?,32540,32540
1821,What was the total energy consumption for generators in megawatt-hours based on gross calorific value for the year 2023?,3564,127340
1822,What was the total energy consumption in MWh for the organization in 2023?,127340,127340
1823,What was the total Scope 1 gross direct GHG emissions in tonnes of CO2 equivalent for the year 2023?,10291,10291
1824,How many tonnes of CO2 equivalent were emitted from Scope 2 electricity market-based in 2023?,12957,12957
1825,What is the total Scope 2 location-based gross indirect GHG emissions in tonnes of CO2 equivalent for 2023?,22042,22042
1826,What was the total Partial Scope 3 emissions in tonnes of CO2 equivalent for the year 2023?,735018,735018
1827,What is the total Scopes 1 and 2 market-based and partial Scope 3 emissions in tonnes of CO2 equivalent for 2023?,759530,759530
1828,What was the amount of GHG emissions from business travel in tonnes of CO2 equivalent for 2023?,20012,20012
1829,How many tonnes of CO2 equivalent were associated with employee commuting in 2023?,18379,18379
1830,What was the total emissions from purchases of raw materials in tonnes of CO2 equivalent for 2023?,29189,29189
1831,What was the total emissions from waste in tonnes of CO2 equivalent for 2023?,2772,2772
1832,What was the GHG emissions from refrigerants in tonnes of CO2 equivalent for the year 2023?,1065,1065
1833,What is the amount of gross direct GHG emissions (Scope 1) in tonnes of CO2 equivalent for the year 2023?,10291,No answer in the response
1834,How many tonnes of CO2 equivalent were emitted from gross indirect GHG emissions from energy consumption (Scope 2) market-based in 2023?,14221,No answer in the response
1835,What was the total amount of gross indirect GHG emissions from energy consumption (Scope 2) location-based in tonnes of CO2 equivalent for the year 2023?,22042,No answer in the response
1836,What is the total for both Scopes 1 and 2 market-based GHG emissions in tonnes of CO2 equivalent for 2023?,24512,24512
1837,What is the total for both Scopes 1 and 2 location-based GHG emissions in tonnes of CO2 equivalent for the year 2023?,32333,No answer in the response
1838,What was the amount of partial Scope 3 GHG emissions in tonnes of CO2 equivalent for the year 2023?,735018,735018
1839,What is the value of partial Scope 3 restated GHG emissions in tonnes of CO2 equivalent for the year 2023?,735018,735018
1840,What was the value of GHG emissions (Scope 1 and 2) in tonnes of CO2 equivalent for the year 2018?,39855,39855
1841,How much were Scope 3 operating emissions in tonnes of CO2 equivalent in 2018?,253599,253599
1842,What is the percentage of renewable electricity usage reported for the year 2023?,60.00,60%
1843,What was the percentage of suppliers launched a carbon reduction pathway in 2018?,13.00,13%
1844,What is the target percentage for renewable electricity usage by the year 2030?,100.00,100%
1845,What is the expected reduction of GHG emissions (Scope 1 and 2) in 2025 compared to 2018 (%)?,-29.00,-29%
1846,How much have operating emissions (Scope 3) changed in 2023 compared to 2018 in %?,21.00,21%
1847,What is the target percentage of suppliers that have launched a carbon reduction pathway by the year 2026?,85.00,85%
1848,What was the value of GHG emissions (Scope 1 and 2) in tonnes of CO2 equivalent for the year 2018?,39855,39855
1849,What is the percentage of renewable electricity usage reported for the year 2023?,60.00,60%
1850,How many percentage points the use of renewable electricity increased from 2018 to 2023?,44,44
1851,What is the target for the use of renewable electricity by 2025 in %?,80.00,80%
1852,What is the target for the use of renewable electricity by 2030 in %?,100.00,100%
1853,What was the value of GHG emissions (Scope 1 and 2) in tonnes of CO2 equivalent for the year 2023?,24512,39855
1854,What is the percentage reduction of GHG emissions (Scope 1 and 2) in 2023 compared to 2018?,-38.50,38.5%
1855,What is the expected reduction of GHG emissions (Scope 1 and 2) in 2035 compared to 2018 in %?,-71.00,-71%
1856,What was the value of GHG emissions related to business activities in tonnes of CO2 equivalent for the year 2018?,136243,136243
1857,How much did the business-related GHG emissions (Scope 3) in tonnes of CO2 equivalent decreased from 2018 to 2023 in %?,-34.00,34%
1858,What is the target percentage reduction of GHG emissions (Scope 3) related to business activities for the year 2025?,-9.00,-21.00%
1859,What is the expected reduction of business-related GHG emissions for the year 2035 in %?,-21.00,-21.00%
1860,What was the percentage of suppliers that launched a carbon reduction pathway in 2018?,13.00,13%
1861,What is the target percentage for suppliers that follow a carbon reduction pathway by 2026?,85.00,85.00%
1862,What was the total weight of non-recovered electrical and electronic equipment in 2023 in tons?,84,84
1863,"How much total recovered waste electrical and electronic equipment (weee) was collected in 2022, measured in tons?",2829,2829
1864,What was the total weight of hazardous waste (excluding eletrical/electronic waste) in 2023 in tons?,18,18
1865,What is the total weight of non-recovered non-hazardous waste in 2023 in tons?,1770,1770
1866,How much total recovered non-hazardous waste was there in 2022 in tons?,7276,No answer in the response
1867,What was the total weight of non-hazardous waste in 2023 in tons?,9214,9214
1868,What was the total weight of waste generated in 2023 in tons?,10007,10007
1869,What was the total energy consumption in Mwh for the year 2019?,6348009,No answer in the response
1870,How much total energy consumption in Mwh was recorded in 2020?,6040824,6040824
1871,What was the total energy consumption in Mwh for the year 2021?,6476955,6476955
1872,What was the total energy consumption in Mwh for the year 2022?,6295990,6.29599e+06
1873,What was the total energy consumption in Mwh for the year 2023?,6380652,6.38065e+06
1874,What was the energy consumption for vehicle production in Mwh for the year 2019?,5226227,5226227
1875,How much energy in megawatt-hours was used in 2020 for the production of vehicles?,4946865,5226227
1876,How much energy in megawatt-hours was used in 2021 for the production of vehicles?,5329550,6476955
1877,How much energy in megawatt-hours was used in 2022 for the production of vehicles?,4750321,6.29599e+06
1878,How much energy in megawatt-hours was used in 2023 for the production of vehicles?,4954639,6.38065e+06
1879,What was the total energy consumption in megawatt-hours (MWh) associated with motorcycle production in 2019?,120583,120583
1880,"How much energy, measured in MWh, was consumed for motorcycle production during 2020?",114072,114072
1881,"In 2021, what was the reported energy usage in MWh for manufacturing motorcycles?",125450,125450
1882,Can you provide the energy consumption in megawatt-hours (MWh) for motorcycle production in 2022?,101574,101574
1883,"What amount of energy, expressed in MWh, was utilized for producing motorcycles in 2023?",105614,105614
1884,What was the total energy losses associated with combined heat and power systems in Mwh for the year 2022?,537919,537919
1885,What were the CHP losses in Mwh for the year 2023?,429782,429782
1886,What was the electricity consumption in Mwh for the year 2019?,2653855,2653855
1887,How much electricity was consumed in Mwh in 2020?,2320314,2320314
1888,What was the electricity consumption in Mwh for the year 2021?,2453215,2453215
1889,What was the electricity consumption in Mwh for the year 2022?,2542434,2.54243e+06
1890,What was the electricity consumption in Mwh for the year 2023?,2711392,2.71139e+06
1891,What was the community heating consumption in Mwh for the year 2019?,367040,367040
1892,How much community heating was consumed in Mwh in 2020?,274484,274484
1893,What was the community heating consumption in Mwh for the year 2021?,284763,31882
1894,What was the community heating consumption in Mwh for the year 2022?,307163,307163
1895,What was the community heating consumption in Mwh for the year 2023?,354015,354015
1896,What was the community cooling consumption in Mwh for the year 2019?,33688,33688
1897,How much community cooling was consumed in Mwh in 2020?,33322,33322
1898,What was the community cooling consumption in Mwh for the year 2021?,31882,31882
1899,What was the community cooling consumption in Mwh for the year 2022?,28455,23516
1900,What was the community cooling consumption in Mwh for the year 2023?,23516,23516
1901,What was the natural gas consumption in Mwh for the year 2019?,3117505,3117505
1902,How much natural gas was consumed in Mwh in 2020?,3206948,3206948
1903,What was the natural gas consumption in Mwh for the year 2021?,3517068,3517068
1904,What was the natural gas consumption in Mwh for the year 2022?,3253638,3.25364e+06
1905,What was the natural gas consumption in Mwh for the year 2023?,3170701,3.1707e+06
1906,What was the biogas (landfill gas) consumption in Mwh for the year 2019?,164957,164957
1907,How much biogas (landfill gas) was consumed in Mwh in 2020?,192911,192911
1908,What was the biogas (landfill gas) consumption in Mwh for the year 2021?,177564,177564
1909,What was the biogas (landfill gas) consumption in Mwh for the year 2022?,144266,144266
1910,What was the biogas (landfill gas) consumption in Mwh for the year 2023?,107864,107864
1911,What was the solar (photovoltaics) consumption in Mwh for the year 2019?,1703,1703
1912,How much solar (photovoltaics) was consumed in Mwh in 2020?,2316,2316
1913,What was the solar (photovoltaics) consumption in Mwh for the year 2021?,2344,2344
1914,What was the solar (photovoltaics) consumption in Mwh for the year 2022?,2209,2209
1915,What was the solar (photovoltaics) consumption in Mwh for the year 2023?,4123,4123
1916,What was the other fossil fuels consumption in Mwh for the year 2019?,7760,7760
1917,How much other fossil fuels were consumed in Mwh in 2020?,9368,9368
1918,What was the other fossil fuels consumption in Mwh for the year 2021?,8908,8908
1919,What was the other fossil fuels consumption in Mwh for the year 2022?,16730,7931
1920,What was the other fossil fuels consumption in Mwh for the year 2023?,7931,7931
1921,What was the other biogenic fuels consumption in Mwh for the year 2019?,1501,1501
1922,How much other biogenic fuels were consumed in Mwh in 2020?,1161,1161
1923,What was the other biogenic fuels consumption in Mwh for the year 2021?,1211,1211
1924,What was the other biogenic fuels consumption in Mwh for the year 2022?,1095,1095
1925,What was the other biogenic fuels consumption in Mwh for the year 2023?,1109,1109
1926,What are the minimum and maximum fuel consumption (in l/100 km) for the BMW M3 CS?,10.4 - 10.1,10.1#10.4
1928,What are the highest and lowest electricity consumption rates in kilowatt-hours per 100 kilometers for the BMW i4 eDrive35?,18.7 - 15.8,18.7#15.8
1929,What is the maximum and minimum electric driving range for the BMW i4 eDrive35?,406 - 483,406#483
1930,What are the highest and lowest electricity consumption rates in kWh/100 km for the BMW i4 eDrive40?,19.1 - 16.1,19.1 - 15.8
1931,What is the maximum and minimum electric driving range for the BMW i4 eDrive40?,492 - 590,492 - 590
1932,What are the highest and lowest electricity consumption rates in kilowatt-hours per 100 kilometers for the BMW i4 M50?,22.5 - 18.0,22.5 - 18.0 |
1933,What is the maximum and minimum electric driving range for the BMW i4 M50?,415 - 520,415 - 520
1934,What are the highest and lowest electricity consumption rates in kilowatt-hours per 100 kilometers for the BMW i5 eDrive4d?,18.9 - 15.9,18.9#15.9
1935,What is the maximum and minimum electric driving range for the BMW i5 eDrive4d?,497 - 582,497#582
1936,What are the highest and lowest electricity consumption rates in kWh/100 km for the BMW iS eDrive40 Touring?,19.3 - 16.5,483#497
1937,What is the maximum and minimum electric driving range for the BMW iS eDrive40 Touring?,483 - 560,483 - 560
1938,What are the highest and lowest electricity consumption rates in kWh/100 km for the BMW iS M60 xDrive?,20.5 - 18.2,457#516
1939,What is the maximum and minimum electric driving range for the BMW iS M60 xDrive?,457 - 516,445 - 506
1940,What are the highest and lowest electricity consumption rates in kWh/100 km for the BMW i5 M60 xDrive Touring?,20.8 - 18.3,445#506
1941,What is the maximum and minimum electric driving range for the BMW i5 M60 xDrive Touring?,445 - 506,445 - 506
1942,What is the maximum and minimum fuel consumption in l/100 km for the BMW 530e?,0.8 - 0.6,0.8#0.6
1944,What are the highest and lowest electricity consumption rates in kWh/100 km for the BMW 530e?,21.7 - 19.9,21.7#19.9
1945,What is the maximum and minimum electric driving range for the BMW 530e?,93 - 103,93#103
1946,What is the maximum and minimum fuel consumption per l/100 kilometers for the BMW 530e xDrive?,1.0 - 0.8,| 0.8#0.6 |
1948,What are the highest and lowest electricity consumption rates in kWh/100 km for the BMW 530e xDrive?,23.2 - 21.6,| 21.7#19.9 |
1949,What is the maximum and minimum electric driving range for the BMW 530e xDrive?,83 - 90,90#110
1950,What is the maximum and minimum fuel consumption per l/100 km for the BMW X5 xDrive 50e?,1.1 - 0.8,1.1#0.8
1952,What are the highest and lowest electricity consumption rates in kilowatt-hours per 100 kilometers for the BMW X5 xDrive 50e?,27.0 - 22.9,27.0 - 22.9
1953,What is the maximum and minimum electric driving range for the BMW X5 xDrive 50e?,94 - 110,94#110
1954,What are the highest and lowest electricity consumption rates in kilowatt-hours per 100 kilometers for the BMW i7 xDriveSO?,20.3 - 19.1,20.3 - 19.1
1955,What is the maximum and minimum electric driving range for the BMW i7 xDriveSO?,575 - 611,575#611
1956,What are the highest and lowest electricity consumption rates in kilowatt-hours per 100 kilometers for the BMW i7 xDrive60?,19.6 - 18.5,589#624
1957,What is the maximum and minimum electric driving range for the BMW i7 xDrive60?,589 - 624,589#624
1958,What are the highest and lowest electricity consumption rates in kilowatt-hours per 100 kilometers for the BMW i7 M70 xDrive?,23.7 - 20.8,490#559
1959,What is the maximum and minimum electric driving range for the BMW i7 M70 xDrive?,490 - 559,559#490
1960,What are the highest and lowest electricity consumption rates in kWh/100 km for the BMW iX xDrive40?,21.4 - 19.4,21.4#19.4
1961,What is the maximum and minimum electric driving range for the BMW iX xDrive40?,403 - 435,403#435
1962,What are the highest and lowest electricity consumption rates in kWh/100 km for the BMW iX xDrive50?,21.3 - 19.5,587#633
1963,What is the maximum and minimum electric driving range for the BMW iX xDrive50?,587 - 633,587#633
1964,What are the highest and lowest electricity consumption rates in kWh/100 km for the BMW iX M60?,24.7 - 21.9,501#564
1965,What is the maximum and minimum electric driving range for the BMW iX M60?,501 – 564,501#564
1966,What is the highest and lowest electricity power consumption in kilowatt-hours per 100 kilometers for the BMW iX1 xDrive20?,17.2-15.4,17.2#15.4
1967,What is the maximum and minimum electric range for the BMW iX1 xDrive20?,430 - 474,430#474
1968,How much electricity does the BMW iX1 xDrive30 consume in kWh/100 km at its max and min rates?,18.1 - 16.9,417#18.1#16.9
1969,What is the electric range from the highest to the lowest for the BMW iX1 xDrive30?,417 - 439,"449#417 |

"
1970,What is the max-min range of electricity consumption in kilowatt-hours per 100 kilometers for the BMW iX2 xDrive30?,17.7 - 16.3,"| BMW iX2 xDrive30 |

"
1971,What are the maximum and minimum electric ranges for the BMW iX2 xDrive30?,417 - 449,449#417
1972,What is the electricity power consumption (max and min rates) for the BMW iX3 in kilowatt-hours per 100 kilometers?,18.9 - 18.5,"32.5#33.5 | none |

"
1973,How far can the BMW iX3 go on electric power at its highest and lowest electric range?,453 - 461,76#83#453#461
1974,What is the max and min fuel consumption in liters per 100 kilometers for the BMW XM?,1.9-1.5,1.9#1.5
1976,"What is the range of electricity power consumption for the BMW XM, from the highest to the lowest in kilowatt-hours per 100 kilometers?",33.6 - 32.5,18.9#18.5
1977,What is the electric range for the BMW XM at its maximum and minimum values?,76 - 83,76#83
1978,What is the highest and lowest fuel consumption in liters per 100 kilometers for the BMW XM Label Red?,2.0 - 1.6,"1.6#1.9 |

"
1980,What is the max-min electricity power consumption range in kWh/100 km for the BMW XM Label Red?,33.5 - 32.5,35#45
1981,How far can the BMW XM Label Red travel on electric power at its highest and lowest range?,76 - 82,76#82
1982,What is the fuel consumption (max and min) for the BMW XM 50e in liters per 100 kilometers?,1.7-1.3,"1.7#1.3 |

"
1984,How does the electricity power consumption in kWh/100 km for the BMW XM 50e vary between its max and min values?,32.2 - 31.5,32.5 - 31.5 |
1985,"What is the electric range for the BMW XM 50e, from maximum to minimum?",78 - 84,78#84
1986,What is the fuel consumption in liters per 100 kilometers for the BMW Z4 Roadster sDrive20i at its max and min values?,7.4-6.9,7.4#6.9
1988,What is the max-min fuel consumption range in liters per 100 kilometers for the BMW Z4 Roadster M40i?,8.1-7.9,18.1#7.9
1990,What is the fuel consumption for the MINI Cooper at its maximum and minimum in liters per 100 kilometers?,14.3 - 13.8,"13.8#14.3 |

"
1992,What is the electricity power consumption in kilowatt-hours per 100 kilometers for the MINI Cooper SE (until model year 2023) at both the maximum and minimum levels?,17.6-15.4,17.6#15.4#17.6#15.4
1993,What is the max-min range of electric range for the MINI Cooper SE (until model year 2023)?,203 - 232,17.6-15.4
1994,What is the highest and lowest electricity consumption in kilowatt-hours per 100 kilometers for the MINI Cooper SE (from model year 2024)?,14.7-14.1,14.7#387
1995,How far can the MINI Cooper SE (from model year 2024) travel on electric power at its highest and lowest ranges?,387 - 402,402#201
1996,What is the electricity power consumption for the MINI Cooper SE Cabrio in kilowatt-hours per 100 kilometers?,17.2,17.2
1997,What is the electric range of the MINI Cooper SE Cabrio?,201,201
1998,What is the electricity power consumption in kWh/100 km for the MINI Countryman E at the highest and lowest values?,17.4-15.7,423#462#399#462
1999,"What is the electric range for the MINI Countryman E, from the maximum to the minimum?",423 - 462,17.4#423
2000,What is the maximum and minimum electricity power consumption for the MINI Countryman SE ALL4 in kWh/100 km?,18.5 - 16.8,432#399
2001,What is the electric range for the MINI Countryman SE ALL4 from its maximum to minimum?,399 - 432,17.4 - 15.7
2002,What is the max-min fuel consumption in liters per 100 kilometers for the Rolls-Royce Cullinan?,16.5 - 16.1,16.5#16.1
2004,What is the max and min fuel consumption in liters per 100 kilometers for the Rolls-Royce Ghost?,15.8 - 15.2,15.8#16.2
2006,"What is the fuel consumption for the Rolls-Royce Dawn in liters per 100 kilometers, from max to min?",16.9 - 16.2,16.9#16.2
2008,What is the fuel consumption in liters per 100 kilometers for the Rolls-Royce Wraith at its maximum and minimum values?,16.3 - 15.8,15.8#16.3
2010,What is the electricity power consumption in kWh/100 km for the Rolls-Royce Spectre at the max and min levels?,23.6 - 22.2,500#530
2011,"What is the electric range for the Rolls-Royce Spectre, from maximum to minimum?",500 - 530,23.6#22.2
2012,What was the total water consumption in cubic meters for the year 2019?,5417428,5.41743e+06
2013,How much water was consumed in cubic meters in 2020?,4722310,No answer in the response
2014,What is the total water consumption in cubic meters for the year 2021?,4924477,No answer in the response
2015,Can you tell me the total water consumption in cubic meters for 2022?,4840161,5.04914e+06
2016,What was the total water consumption in cubic meters in 2023?,5049144,No answer in the response
2017,What percentage of the total water consumption was potable water in 2019?,87.4,87.4
2018,How much of the total water consumption was potable water in percentage for the year 2020?,86.3,86.3%
2019,What was the percentage of potable water in total water consumption in 2021?,85.1,85.1%
2020,What percentage of the total water consumption was potable water in 2022?,84,84%
2021,What is the percentage of potable water in total water consumption for the year 2023?,83.8,83.8%
2022,What percentage of the total water consumption came from groundwater in 2019?,12.6,12.6#5.41743e+06
2023,How much of the total water consumption was groundwater in percentage for the year 2020?,13.6,13.6%
2024,What was the percentage of groundwater in total water consumption in 2021?,14.6,14.6#4.92448e+06
2025,What percentage of the total water consumption was groundwater in 2022?,15.7,15.7#5.04914e+06
2026,What is the percentage of groundwater in total water consumption for the year 2023?,15.9,15.9%
2027,What percentage of the total water consumption was surface water in 2019?,0,0
2028,How much of the total water consumption was surface water in percentage for the year 2020?,0,0
2029,What was the percentage of surface water in total water consumption in 2021?,0,0.3
2030,What percentage of the total water consumption was surface water in 2022?,0,0.1
2031,What is the percentage of surface water in total water consumption for the year 2023?,0.1,0.1
2032,What percentage of the total water consumption was rainwater in 2019?,0,0
2033,How much of the total water consumption was rainwater in percentage for the year 2020?,0.1,0.1
2034,What was the percentage of rainwater in total water consumption in 2021?,0.3,0.3
2035,What percentage of the total water consumption was rainwater in 2022?,0.3,0.3
2036,What is the percentage of rainwater in total water consumption for the year 2023?,0.2,0.2
2037,What was the total emissions in 2019 in tonnes of CO2 equivalent?,147257699,1.47258e+08
2038,How many total emissions were recorded in 2020 in tonnes of CO2 equivalent?,132064779,1.32065e+08
2039,What were the total emissions in 2021 in tonnes of CO2 equivalent?,137592164,1.37592e+08
2040,What was the total emissions in 2022 in tonnes of CO2 equivalent?,130743357,1.30743e+08
2041,What is the total emissions for the year 2023 in tonnes of CO2 equivalent?,134699641,1.347e+08
2042,What were the company vehicles' CO2 emissions in tonnes in 2019?,85667,85667
2043,How many tonnes of CO2 were emitted by the company vehicles in 2020?,72554,72554
2044,What was the CO2 emission in tonnes for company vehicles in 2021?,66442,76491
2045,How many tonnes of CO2 were emitted by company vehicles in 2022?,76491,76491
2046,What is the CO2 emission in tonnes for company vehicles in 2023?,113431,113431
2047,How many tonnes of CO2 did the company-owned planes emit in 2019?,6098,6098
2048,What was the CO2 emission in tonnes from company-owned planes in 2020?,1793,1793
2049,How many tonnes of CO2 were emitted by company-owned planes in 2021?,1967,3449
2050,What was the CO2 emission in tonnes from company-owned planes in 2022?,3449,3449
2051,What is the CO2 emission in tonnes from company-owned planes in 2023?,5245,5245
2052,What were the total emissions from electricity/heat purchased in 2019 in tonnes of CO2 equivalent?,354095,354095
2053,How many total emissions from electricity/heat purchased were there in 2020 in tonnes of CO2 equivalent?,130090,130090
2054,What was the total emissions from electricity/heat purchased in 2021 in tonnes of CO2 equivalent?,134849,134849
2055,What were the total emissions from electricity/heat purchased in 2022 in tonnes of CO2 equivalent?,91300,110141
2056,What is the total emissions from electricity/heat purchased in 2023 in tonnes of CO2 equivalent?,110141,110141
2057,What was the total indirect (Scope 3) emissions in 2019 in tonnes of CO2 equivalent?,146225201,nan
2058,How much were the total indirect (Scope 3) emissions recorded in 2020 in tonnes of CO2 equivalent?,131255722,1.31256e+08
2059,What was the total indirect (Scope 3) emissions in 2021 in tonnes of CO2 equivalent?,136757602,1.36758e+08
2060,What were the total indirect (Scope 3) emissions in 2022 in tonnes of CO2 equivalent?,129958000,1.29958e+08
2061,What is the total indirect (Scope 3) emissions for the year 2023 in tonnes of CO2 equivalent?,133875567,1.33876e+08
2062,"What were the emissions from logistics, including material supply and vehicle distribution, in 2019, measured in tonnes of CO2 equivalent?",2178437,2.17844e+06
2063,"How much did logistics (material supply and vehicle distribution) contribute to CO2 emissions in 2020, in tonnes of CO2 equivalent?",1939191,1.93919e+06
2064,"What was the CO2 equivalent emissions from logistics (material supply and vehicle distribution) in 2021, in tonnes?",2203818,1.36758e+08
2065,"What were the emissions from logistics (material supply and vehicle distribution) in 2022, in tonnes of CO2 equivalent?",2200661,1.29958e+08
2066,"What is the CO2 equivalent emissions from logistics (material supply and vehicle distribution) for the year 2023, in tonnes?",2746124,2.74612e+06
2067,"What were the business trips' CO2 emissions in 2019, in tonnes of CO2 equivalent?",129646,129646
2068,"How much did business trips contribute to CO2 emissions in 2020, in tonnes of CO2 equivalent?",25217,25217#1.31256e+08
2069,"What were the CO2 emissions from business trips in 2021, in tonnes of CO2 equivalent?",29765,No answer in the response
2070,"How much CO2 did business trips contribute to in 2022, in tonnes of CO2 equivalent?",66170,No answer in the response
2071,"What is the CO2 emission from business trips in 2023, in tonnes of CO2 equivalent?",115469,115469
2072,"What were the emissions from employees’ commuter traffic in 2019, in tonnes of CO2 equivalent?",146298,No answer in the response
2073,"How much CO2 was emitted due to employees’ commuter traffic in 2020, in tonnes of CO2 equivalent?",166586,166586#1.46225e+08
2074,"What were the CO2 emissions from employees' commuter traffic in 2021, in tonnes of CO2 equivalent?",139999,145284
2075,"How much CO2 did employees' commuter traffic contribute to in 2022, in tonnes of CO2 equivalent?",145284,145284#1.29958e+08
2076,"What are the CO2 emissions from employees' commuter traffic in 2023, in tonnes of CO2 equivalent?",166273,166273
2077,"What were the emissions from purchased goods and services in 2019, in tonnes of CO2 equivalent?",31486873,No answer in the response
2078,"How much did purchased goods and services contribute to CO2 emissions in 2020, in tonnes of CO2 equivalent?",29094346,"1.06 | none |

#### and its corresponding scale is: none"
2079,"What was the CO2 equivalent emissions from purchased goods and services in 2021, in tonnes?",33131882,3.31319e+07
2080,"How much CO2 was emitted by purchased goods and services in 2022, in tonnes of CO2 equivalent?",33029416,3.30294e+07
2081,"What are the emissions from purchased goods and services for the year 2023, in tonnes of CO2 equivalent?",34267874,5 | 3.42679e+07 |
2082,"What were the emissions during the use phase in 2019, in tonnes of CO2 equivalent?",110899066,1.10899e+08
2083,"How much CO2 was emitted during the use phase in 2020, in tonnes of CO2 equivalent?",98782354,9.87824e+07
2084,"What were the CO2 emissions during the use phase in 2021, in tonnes of CO2 equivalent?",99805490,9.98055e+07
2085,"How much CO2 did the use phase contribute to in 2022, in tonnes of CO2 equivalent?",92947849,9.29478e+07
2086,"What are the emissions from the use phase in 2023, in tonnes of CO2 equivalent?",94774779,9.47748e+07
2087,"What were the emissions from aftersales logistics in 2019, in tonnes of CO2 equivalent?",115863,115863
2088,"How much did aftersales logistics contribute to CO2 emissions in 2020, in tonnes of CO2 equivalent?",97171,1.31256e+08
2089,"What were the CO2 emissions from aftersales logistics in 2021, in tonnes of CO2 equivalent?",130210,130210
2090,"How much CO2 was emitted by aftersales logistics in 2022, in tonnes of CO2 equivalent?",174017,174017
2091,"What are the emissions from aftersales logistics in 2023, in tonnes of CO2 equivalent?",183417,183417
2092,"What were the emissions from disposal in 2019, in tonnes of CO2 equivalent?",1269018,1.26902e+06
2093,"How much did disposal contribute to CO2 emissions in 2020, in tonnes of CO2 equivalent?",1150857,1.31256e+08
2094,"What were the CO2 emissions from disposal in 2021, in tonnes of CO2 equivalent?",1316438,1.31644e+06
2095,"How much CO2 was emitted from disposal in 2022, in tonnes of CO2 equivalent?",1394603,1.3946e+06
2096,"What is the emission from disposal in 2023, in tonnes of CO2 equivalent?",1621631,1.62163e+06
2098,How many CO2e emissions in tonnes were recorded for material supply in 2022?,974238,974238
2100,How many CO2e emissions in tonnes were recorded for material supply in 2023?,1229301,No answer in the response
2102,How many CO2e emissions in tonnes were recorded for distribution vehicles in 2022?,1226423,974238
2104,How many CO2e emissions in tonnes were recorded for distribution vehicles in 2023?,1516823,1516823
